角色,台词,情感分数
于连,我找德瑞纳先生。,0.910588
于连,德瑞纳先生：我就是，你是？,0.276184
于连,我叫于连・索雷尔，是您的家庭教师。,0.614194
于连,瓦勒诺：他就是你们的家庭教师？他不是木匠索雷尔的儿子么？,0.0283946
于连,瓦勒诺夫人：木匠的儿子？,0.134924
于连,瓦勒诺：木匠的儿子当老师，可真有意思。他识字吗？,0.633269
于连,是的，我不仅会读书写字，还能用拉丁文读写。,0.986346
于连,德瑞纳先生：那就请您背几句拉丁文来听听吧，来吧！,0.169851
于连,好吧。夫人，我看您手上有一本圣经。随便抽一段话告诉我开头的几个词，我能接着背出来。,0.83135
于连,夫人？,0.0360591
于连,他们很乖，夫人。,0.986432
于连,没有。,0.0180064
于连,我觉得我们应该挺合适的，可惜我得完成我的使命。,0.994919
于连,我想成为一名教士。,0.869145
于连,是的，夫人。,0.893482
于连,对不起，请原谅我，请允许我退下。,0.000419808
于连,夫人？,0.0360591
于连,我请求您让我保守住这个秘密。,0.54947
于连,德瑞纳先生：你在这儿呀！脸色这么苍白。你要是能好好装扮，还是一个挺美的女人的。涂点腮红能让你的脸颊更显气色，还可以在眼睛上用一些闪亮的蓝色眼影...你知道大家都说你什么吗？我不知道怎么说才能不冒犯你——说你是个平凡的女人。人家说，市长的夫人应该是优雅、精致的楷模。你知道我不在乎别人的闲言碎语，我也喜欢你本来的样子，但人家会说是我没钱不给你买新裙子。你穿的风格有点过时了，像10年代的，现在毕竟已经是1828年了！虽然维利叶只是个外省的小城市，但正因此，我们更应该过得体面！你看看瓦勒诺夫人，她刚置备了两匹诺曼底的大马，专门用来拉她的马车，这太张扬了！她肯定是故意的，肯定是嫉妒！嫉妒我有身份，嫉妒我雇佣了于连。这个小于连，真是我的一招妙棋！不过雇佣这么个农民，花费还是太贵了。,0.720966
于连,德瑞纳先生：豪宅大庄园 仆人成群,0.975108
于连,绣花小丝帕 藏在衣柜,0.967725
于连,荣华富贵,0.979191
于连,这才是真正重要的事,0.80094
于连,雕花银勺 厚厚的地契,0.933409
于连,东西越贵 身价才越高,0.00793276
于连,显而易见,0.975595
于连,这才是真正重要的事,0.80094
于连,先生，我趁着下午有空，正好去透透气。,0.997509
于连,德瑞纳先生：那你去透气吧，我的孩子，去吧。他肯定是看上谁家姑娘了，这种事情我一下子就能察觉到。,0.268548
于连,爱丽莎：先生？,0.35824
于连,空气，空气，空气……终于清净了！哦，主啊，饶恕我吧。我并不虔诚，却这般恳求您，但我要臣服于您！您在天上，什么都看得清楚，但这人世间一片混沌，我看不懂，也看不到您的圣光，除了露易丝眼睛里的光芒。她看我的眼神，好像看着宠物，我什么都不是。不，我不要和她的女仆在一起！我要她！她！露易丝！露易丝！我又在幻想什么呢？她还不知道我是谁！但她会看到的。我已经在人生的谷底了，没什么可失去的！哦，拿破仑，请你帮助我，鼓舞我！,0.725207
于连,人们常告诫我 要安于现状,0.0310948
于连,特权与优待 没有你的份,0.0220251
于连,你出生的那张床 不许你好高骛远,0.0332192
于连,人常嘲笑我 太放肆大胆,0.225279
于连,不论怎样努力 仍被以貌取人,0.127532
于连,卑躬屈膝 不要奢望 除了弯下脊梁 你再一无是处,9.66765e-05
于连,各有其所 各安天命 已经感激不尽,0.955151
于连,低声下气 不得奋起 浑噩度过一生,0.092648
于连,要么生而为王 要么一文不名,0.00863716
于连,然而为何仍在苦路上挣扎,0.0861207
于连,我要荣耀向我俯首,0.969179
于连,征服世界或一无所有,0.33469
于连,小恩小惠 小权小利 无足轻重,0.500534
于连,要意乱情迷的伤口,0.14183
于连,掌控你们脖颈上的绳,0.530553
于连,不满足于 小恩小惠 蛊惑人心,0.0332183
于连,旁人常轻视我 如同脚下粪土,0.726543
于连,背负父辈之名 只有残喘苟活,0.532486
于连,从中所学会的 仍是虔心祈祷,0.995352
于连,唯有告解 唯有乞求 从未触及天空,0.0503591
于连,滞留原地 禁锢被缚 无法展翅翱翔,0.0265857
于连,事事称阿门 到头一场空 反而诅咒加身,0.0027511
于连,命运 法律 不能使我屈服,0.00379256
于连,康庄大道 别再要我践行,0.0966181
于连,我会承受你们的过错 钟爱自己面前的道路,0.966357
于连,永远埋葬在身后,0.83295
于连,你们眼中愚蠢的我,0.00265209
于连,我要荣耀向我俯首,0.969179
于连,征服世界或一无所有,0.33469
于连,小恩小惠 小权小利 无足轻重,0.500534
于连,要意乱情迷的伤口,0.14183
于连,掌控你们脖颈上的绳,0.530553
于连,不满足于 小恩小惠 蛊惑人心,0.0332183
于连,我要荣耀向我俯首,0.969179
于连,征服世界或一无所有,0.33469
于连,小恩小惠 小权小利 无足轻重,0.500534
于连,要意乱情迷的伤口,0.14183
于连,掌控你们脖颈上的绳,0.530553
于连,不满足于 小恩小惠 蛊惑人心,0.0332183
于连,夫人...我爱您！,0.995363
于连,是的，夫人，为您疯狂。,0.979555
于连,好，我走，永远离开，你再也不会有我的消息。,0.923196
于连,夫人？,0.0360591
于连,我不能说。,0.0139868
于连,杰洛尼莫：爱情啊！让雄狮变成羔羊，让圣人变成浪子。爱情...多么甜蜜，多么热烈！尤其是禁忌之爱、隐秘之爱，经年累月散发着花火。,0.999246
于连,美人 我曾聊表情意,0.998031
于连,你的魅力让我一见倾心,0.999514
于连,我不幸的灵魂被你救济,0.0578567
于连,我心悸动难平,0.0742275
于连,你呢？,0.00131857
于连,好友 我可曾告诉你,0.982942
于连,我心中火炬总被你燃起,0.887378
于连,无论我如何试图去压抑,0.165575
于连,我身躁动不已,0.43906
于连,你呢？,0.00131857
于连,每当我们两相依,0.988376
于连,尽欢娱 百无禁忌,0.952104
于连,百无禁忌,0.964879
于连,敢情 这都是,0.00243183
于连,爱情这字眼惹的祸,0.389781
于连,对我说 别闪躲,0.0600214
于连,言情剧里缠绵段落,0.91138
于连,可惜 着了魔,0.857185
于连,不开口能叫人发疯,0.00229622
于连,能不能 再重播,0.0141926
于连,言情剧里缠绵段落,0.91138
于连,谎言 可否让人忘记,0.743359
于连,那些不该出口的话以及,0.038512
于连,所有深印在脑海的夜里,0.996278
于连,激情突然来袭,0.855595
于连,和你,0.78807
于连,忍让 默默痛苦以为,0.0181923
于连,宽容足以阻止背叛降临,0.979751
于连,无怨无悔地把自己献祭,0.913329
于连,服下禁断的毒,0.0147358
于连,和你,0.78807
于连,然而当我在你怀里,0.875549
于连,这世间 再无清明,0.00607272
于连,再无清明,0.0090638
于连,敢情 这都是,0.00243183
于连,爱情这字眼惹的祸,0.389781
于连,对我说 别闪躲,0.0600214
于连,言情剧里缠绵段落,0.91138
于连,可惜 着了魔,0.857185
于连,不开口能叫人发疯,0.00229622
于连,能不能 再重播,0.0141926
于连,言情剧里缠绵段落,0.91138
于连,敢情 这都是,0.00243183
于连,爱情这字眼惹的祸,0.389781
于连,对我说 别闪躲,0.0600214
于连,言情剧里缠绵段落,0.91138
于连,你主宰我的命运,0.516403
于连,背弃了上帝只因我爱你,0.603701
于连,对你发誓 这一生这一世,0.0609523
于连,沉迷这场游戏,0.998051
于连,你怎么说？,0.00024195
于连,德瑞纳先生：露易丝？,0.153778
于连,请原谅我，头有点痛，肯定是因为这嘈杂的声音。,0.00700312
于连,瓦勒诺：什么声音？哦，囚犯们啊，老问题了。,0.0459613
于连,瓦勒诺夫人：这些可怜人！都是拿破仑的拥护者。,0.119136
于连,瓦勒诺：就是没办法让他们闭嘴。,0.281198
于连,瓦勒诺夫人：连拷打他们也不行。,0.00205698
于连,瓦勒诺：除非把他们的头都砍了才行。,0.0113825
于连,瓦勒诺夫人：只有断头台，否则他们还要繁殖得更多呢！,0.0662508
于连,瓦勒诺：我们都习惯了，我几乎都听不到了。对于这些人我必须忍着，毕竟我是穷人收容所所长，没办法，这是我的使命。,0.304252
于连,杰洛尼莫：瓦勒诺，你真是个圣人！,0.77208
于连,瓦勒诺：啊，杰洛尼莫！你们都认识杰洛尼莫吧！请您赏脸给我们唱首小曲吧，这样就能把那些噪音盖住了，这对我们敏感的客人来说太重要了！,0.0949525
于连,杰洛尼莫：如您所愿！,0.976483
于连,杰洛尼莫：富人上了战场,0.981361
于连,士兵离开了战争,0.976681
于连,最简单的乐趣,0.998612
于连,打倒庸俗的平民和糟糕的品味,0.00179198
于连,衣领别上鲜花,0.960735
于连,他们的目光要穷人,0.0228751
于连,躲进泥土里,0.164613
于连,别倒人胃口,0.00788586
于连,这世道 不该这样,0.000225043
于连,这世道是个可耻的错误,0.00367929
于连,我们所有的缺点,0.0265554
于连,都丑的没有风度,0.000194589
于连,他们高高在上的告诉我们,0.682563
于连,做富人真好（当个富人）,0.996899
于连,生在丝绸堆里（上好的丝绸）,0.919794
于连,财富傍身,0.979506
于连,幸福美满 仁义道德,0.998738
于连,无所畏惧,0.996634
于连,更好的岁月,0.995719
于连,黄金岁月,0.536326
于连,生儿育女,0.922815
于连,聪明漂亮,0.99998
于连,不费吹灰之力,0.953454
于连,穷人置身苦难中,0.299616
于连,阔佬们却不屑一顾,0.0315363
于连,我们零落的人生,0.997926
于连,还不比不过他们小小的欲望,0.137729
于连,仰望上帝天父,0.985949
于连,以华服之名,0.90538
于连,他们虔诚向上帝天父祷告,0.989978
于连,还要祈祷生活更加甜美,0.991316
于连,他们 贪得无厌,0.0915454
于连,穷人 一文不值,0.00171117
于连,坦白说吧,0.00152948
于连,你们就是次等生物,0.00729154
于连,他们高高在上的告诉我们,0.682563
于连,做富人真好（当一个富人〕,0.996949
于连,生在丝绸堆里（上好的丝绸）,0.919794
于连,财富傍身,0.979506
于连,幸福美满 仁义道德,0.998738
于连,无所畏惧,0.996634
于连,更好的岁月,0.995719
于连,黄金岁月,0.536326
于连,生儿育女,0.922815
于连,聪明漂亮,0.99998
于连,不费吹灰之力,0.953454
于连,抢夺富人的面包,0.830227
于连,填饱肚子,0.000882001
于连,多么庸俗,0.00614285
于连,多没教养！,0.0012172
于连,偷走富人的金钱,0.249204
于连,遮寒取暖,0.128753
于连,多么庸俗！,0.00256273
于连,多没教养！,0.0012172
于连,多么庸俗！,0.00256273
于连,多没教养！,0.0012172
于连,多么庸俗！,0.00256273
于连,多没教养！,0.0012172
于连,瓦勒诺：太棒了！,0.999177
于连,瓦勒诺：杰洛尼莫！唱得太好了！我还没听过这首歌，它出自哪里？,0.984052
于连,杰洛尼莫：不过是首老掉牙的歌了。,0.528846
于连,瓦勒诺：当然，当然。杰洛尼莫？,0.83286
于连,杰洛尼莫：嗯？,0.0911508
于连,瓦勒诺：您献唱过各大贵族沙龙，杰洛尼莫是来自巴黎上流社会的艺术家！您认识所有人，所有有地位的人！您能不能带我融入那个圈子，把我引荐给几个男爵？,0.883717
于连,杰洛尼莫：亲爱的瓦勒诺先生，这是我的荣幸！我听说德拉莫侯爵正在找秘书，您感兴趣吗？,0.908418
于连,瓦勒诺：哈哈哈！杰洛尼莫！我们久仰德拉莫家族的名声，可我不确定他们的财富能多到让我去当秘书的程度。你们知道我们现在喝的酒有多贵吗？看我们的小于连的表情！这孩子话不多，不知道的还以为他只说拉丁文呢！,0.268557
于连,我钦佩得说不出话来。,0.845004
于连,瓦勒诺：是吗？,0.043372
于连,钦佩您管理穷人还能发财的本事！,0.00449419
于连,杰洛尼莫：好极了！好极了！瓦勒诺，你识人的眼光真好！敬友谊！敬爱情！敬智慧！,0.999917
于连,德瑞纳先生：对了！你们听说过那个跟整个炮兵团出轨的女人的故事吗？没有？是这样的：一个将军温柔地拉着...,0.00132982
于连,她以为能把我丢掉，像个玩腻了的旧玩具。 连个解释都不给。她以为能用秘书职位买下我的缄口不语。可我不是个物品！金钱买断不了一个一无所有的人。我要向她证明我比她更有价值，她这个大资产家。我也许渺小，但绝不低贱！我什么都不会说，永远不！我连想都不会再想她！删除她，忘记她。结束了。再也不碰女人，再也不会动情我心已碎。碎了更好。我再也不会被它左右了,3.74743e-06
于连,晚上好，您好吗？,0.516047
于连,天气真好不是吗？,0.442239
于连,今年冬天一点也不冷,0.295252
于连,这些客套话,0.539863
于连,那我发会呆吧,0.571042
于连,你继续说，我打个盹,0.419902
于连,大家都没其他好说的,0.263508
于连,来唤醒欲望,0.945893
于连,啊，好无聊，好无聊，这些优雅的人儿,0.00984697
于连,他们爱我也让我厌倦,0.98324
于连,到无以复加,0.689124
于连,好无聊，好无聊，所有这些佳偶,0.000164628
于连,礼貌之下,0.983596
于连,毫不高贵,0.123584
于连,他们觉得要说话得体,0.631132
于连,不会跟我说他们的所思所想,0.0497559
于连,我的价值,1.0
于连,和我的付出对等吗？,0.0162788
于连,尽说些舞会的破事,0.0659673
于连,继续说啊，很有趣（此处为客套话）,0.988181
于连,我很清楚他们期望什么,0.665661
于连,在各种礼节的背后,0.942977
于连,啊，好无聊，好无聊，这些美丽的人儿,0.0694551
于连,他们爱我也让我厌倦,0.98324
于连,无以复加,0.200526
于连,好无聊，好无聊，这一对对佳偶,0.000195053
于连,只会客气,0.203517
于连,并不高贵,0.250409
于连,啊，好无聊，好无聊，这些优雅的人儿,0.00984697
于连,啊，好无聊，好无聊，这一对对佳偶,0.000515213
于连,啊，好无聊，好无聊，这些优雅的人儿,0.00984696
于连,他们爱我也让我厌倦,0.98324
于连,到无以复加,0.689124
于连,好无聊，好无聊，这一对对佳偶,0.000195053
于连,徒有其表,0.16893
于连,毫无激情,0.000212572
于连,拉穆尔侯爵：玛蒂尔德，你玩的开心吗？,0.161767
于连,你饶了我吧，像什么也不要像这些跟羽毛一样轻贱的人,0.000482761
于连,杰洛尼莫：棒极了，这语气都像巴黎人了，充满了讽刺，但我不相信你说的话，你还是梦想着能挤进这个大人物的圈子吧,0.790192
于连,一点也不我的心高高在上，他们小小的蔑视，或是恩惠，根本不能企及。不管你教会我多少种不同的上流鞠躬礼，还是怎么戴礼帽，对他们来说我永远都是个木匠的儿子！,0.000284686
于连,杰洛尼莫：没记错的话，耶稣也是木匠的儿子。这也就是为什么对于我们这种乡巴佬来说，宗教是踏入上流社会的唯一法门，身着黑色神符，是排上这个颓废又虚伪的社会阶梯的唯一途径。这样他们就能容忍我，把我当做拯救灵魂必不可少的仆人，,0.429974
于连,杰洛尼莫：这么高的精神使命真是鼓舞人心啊，对于一个神甫来说，你有颗太激昂的心，此多愁善感的灵魂更适合做一名艺术家,0.99977
于连,或是革命者,0.979058
于连,杰洛尼莫：你继续在此沉思吧！我看到一个落单的小仙女，必须去吸吸这仙气。,0.832885
于连,瓦勒诺：亲爱的小于连！见到你真高兴！这真是个流光溢彩的晚宴啊！你们瞧瞧，瞧瞧这短短的几个月他们把我们的小于连变成什么样了！变成个货真价实的花花公子了！真好啊！你肯定很想知道维利叶有什么新闻吧。德瑞纳先生发胖也不算什么新闻了。要是有点担心德瑞纳夫人你肯定还记得她吧，她陷入了深深的忧郁现在满心只有上帝了，这也上帝，那也上帝她的这份虔诚让人心生敬佩，但也让人心疼。我的猜测，她是不是犯了什么不可见人的罪孽，才让她变成这样你总归知道的比我清楚。毕竟你是神职人员真是很大的牺牲，让你这样的年轻人要承受这样的人情世故要多大的勇气从前在外省的时候，你就不受看重，在这里应该更毫无地位了吧。你脸色不太好，一定是巴黎的空气！我还是得让你受累，你将我引荐给侯爵之后，我就不烦你了,0.92833
于连,我深感荣幸，但我的身份实在微不足道，怎胆向您引见给任何人。我先退下了。,0.10139
于连,我们扪心自问未来是谁的天下,0.463952
于连,这世界难道已癫狂,0.705463
于连,你说的都对，我昨天还在说,0.913882
于连,意见一致最重要,0.805745
于连,见我所见,0.320394
于连,我们不该再软弱,0.00333225
于连,知我所知,0.111714
于连,是时候该行动了,0.820318
于连,满心疑问对于这些叛徒,0.276006
于连,对于这个狗眼看人低的小子,0.0021359
于连,你说的都对，我昨天还在说,0.913882
于连,和你一模一样的话,0.702777
于连,活我所活,0.898329
于连,到了严惩这些人的时候了,0.116177
于连,信我所信,0.98933
于连,完全没有思考的必要,0.000980115
于连,真是天大的悲剧，一切尽失,0.00051032
于连,从前的准则,0.834021
于连,再不通行,0.00326274
于连,尊重和道德,0.684961
于连,半点不剩,0.00122089
于连,只剩下罪恶的深渊,0.00422667
于连,以牙还牙以眼还眼,0.924054
于连,我们的责任感使然,0.990978
于连,不怕您笑，我正要说,0.978621
于连,这做法可一点都不刻薄,0.0148467
于连,想我所想,0.991356
于连,我们所言皆是真相,0.0906305
于连,感我所感,0.998605
于连,我们的诉求并非十恶不赦,0.166805
于连,真是天大的悲剧，一切尽失,0.00051032
于连,从前的准则,0.834021
于连,再不通行,0.00326274
于连,尊重和道德,0.684961
于连,半点不剩,0.00122089
于连,只剩下罪恶的深渊,0.00422667
于连,给您一些微笑的理由,0.388948
于连,我正准备向您说,0.988379
于连,见我所见,0.320394
于连,我们不该再软弱,0.00333225
于连,信我所信,0.98933
于连,完全没有思考的必要,0.000980114
于连,真是天大的悲剧，一切尽失,0.00051032
于连,从前的准则,0.834021
于连,真是可怕的世道,0.000577178
于连,真是可怕的世道，一切凋亡,0.0385008
于连,从前的价值分文不值,0.69502
于连,真是天大的悲剧，一切尽失,0.00051032
于连,从前的准则,0.834021
于连,真是可怕的世道,0.000577178
于连,尊重和道德,0.684961
于连,半点不剩,0.00122089
于连,只剩下罪恶的深渊,0.00422667
于连,一切尽失,1.0
于连,一切尽失,1.0
于连,尽失,0.00655933
于连,尽失,0.00655933
于连,瓦勒诺：这个粪坑里生出来的小毛头，等着瞧吧。我会把他踢回粪坑去的！很快！快到他不敢想象我还押上韵了。尊敬的侯爵先生，我是来自小城维利叶的穷人收容所所长。,0.807509
于连,拉穆尔侯爵：维利叶，一定是小于连的朋友吧！,0.356181
于连,瓦勒诺夫人：他可喜欢我们了我得向您提个不情之请，我们目前重修孤儿院差了好多钱，不得不来请求您慷慨解囊，让我们孤儿院的孩子们能够这些事就直接找我的秘书兼财务索雷尔先生吧。我一看到数字就头大。失陪了。,0.601257
于连,瓦勒诺：看到数字就头大？我看是钱多烧着了那就让我来排忧解难！,0.0762084
于连,小姐好！我能为您做些什么？,0.52337
于连,在这里,0.9711
于连,当然！我向您推荐拉风丹寓言,0.966408
于连,是不是太深刻了？,0.0064522
于连,你读过，你在服丧？,0.0101931
于连,他都死了300年了！那又如何？我要纪念他，每一年都要回顾他的事迹！,0.752942
于连,他就是因为背叛皇帝而被砍头的那个人吗？他更是个勇敢的楷模，一个英雄。也是那个时代最英俊的男子！,0.993004
于连,什么？,0.000952112
于连,拿破仑比不上？他让整个法兰西重获骄傲！玛蒂尔德：什么骄傲，他是个实实在在的自大狂小矮子。吃香喝辣，最后安地老死在自己的床上！于连·惨烈的死亡就能抬高人的身价？那你要是死了，是不是也更值钱？,0.0110047
于连,我祈求您的原谅。,0.809999
于连,她们把我当猎物吗,0.00234447
于连,不停盘旋在我身旁,0.703699
于连,她们到底要什么,0.0181076
于连,她们到底要什么,0.0181076
于连,要我服下剧毒吗,0.00173628
于连,这些蛇蝎美人,0.552935
于连,她们到底要什么,0.0181076
于连,她们到底要什么,0.0181076
于连,她们挑衅我的软弱,0.0285986
于连,残存的理智,0.545899
于连,放过我,0.483594
于连,放过我！,0.665247
于连,远离她们,0.00380808
于连,我的理想,0.992809
于连,飞得更高,0.935856
于连,飞得更高,0.935856
于连,远离她们,0.00380808
于连,我得已保命,0.0326081
于连,重新呼吸,0.980915
于连,重新呼吸,0.980915
于连,远离她们 远离她们,0.000751015
于连,要把我放在巢穴里吗？,0.00198496
于连,来填满她们的胃口,0.858486
于连,她们到底要什么,0.0181076
于连,她们到底要什么,0.0181076
于连,这些雌性败坏了,0.00156667
于连,动物世界的法则,0.971571
于连,她们到底要什么,0.0181076
于连,她们到底要什么,0.0181076
于连,她们的爱若即若离,0.992981
于连,不过是猎人的诡计,0.459622
